Id,Question,Answer
430,605 numara astim fiyatı nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
431,605 numaralı otobüsün astim fiyatı ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
432,605 numaralı otobüsün astim fiyatı nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
433,605 astim ücret ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
434,605 numara astim ücreti ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
435,605 numara astim ücreti nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
436,605 numaralı otobüsün astim ücreti ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
437,605 numaralı otobüsün astim ücreti nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
438,Adü-astim arası ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
439,Adü-astim arası fiyat nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
440,Adü-astim arası ücret nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
441,Adü-astim arası otobüs ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
442,Adü-astim arası otobüs ücreti ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
443,Adü-astim arası otobüs ücreti nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
444,Adü-astim arası otobüs fiyatı ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
445,Adü-astim arası otobüs fiyatı nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
446,Adü-astim arası tam ne kadar?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.
447,Adü-astim arası tam ücreti ne kadar?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.
448,Adü-astim arası tam ücreti nedir?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.
449,Adü-astim arası tam fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.
450,Adü-astim arası tam fiyatı nedir?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.
451,Adü-astim arası indirimli ne kadar?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.
452,Adü-astim arası indirimli ücreti ne kadar?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.
453,Adü-astim arası indirimli ücreti nedir?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.
454,Adü-astim arası indirimli fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.
455,Adü-astim arası indirimli fiyatı nedir?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.
456,Adü-astim arası engelli ne kadar?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.
457,Adü-astim arası engelli ücreti ne kadar?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.
458,Adü-astim arası engelli ücreti nedir?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.
459,Adü-astim arası engelli fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.
460,Adü-astim arası engelli fiyatı nedir?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.
461,Adü-astim arası öğrenci ne kadar?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.
462,Adü-astim arası öğrenci ücreti ne kadar?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.
463,Adü-astim arası öğrenci ücreti nedir?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.
464,Adü-astim arası öğrenci fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.
465,Adü-astim arası öğrenci fiyatı nedir?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.
466,605 organize ye ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
467,605 numara organize ye ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
468,605 numaralı otobüs organize ye ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
469,605 organize ye fiyat ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
470,605 numara organize fiyat ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
471,605 numara organize fiyatı nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
472,605 numaralı otobüs organize fiyat ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
473,605 numaralı otobüs organize fiyatı nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
474,605 organize ücret ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
475,605 numara organize ücreti ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
476,605 numara organize ücreti nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
477,605 numaralı otobüs organize ücreti ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
478,605 numaralı otobüs organize ücreti nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
479,Adü- organize arası ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
480,Adü- organize arası fiyat nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
481,Adü- organize arası ücret nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
482,Adü-organize arası otobüs ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
483,Adü- organize arası otobüs ücreti ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
484,Adü- organize arası otobüs ücreti nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
485,Adü- organize arası otobüs fiyatı ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
486,Adü- organize arası otobüs fiyatı nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
487,Adü- organize arası tam ne kadar?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.
488,Adü- organize arası tam ücreti ne kadar?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.
489,Adü- organize arası tam fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.
490,Adü- organize arası tam fiyatı nedir?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.
491,Adü- organize arası indirimli ne kadar?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.
492,Adü- organize arası indirimli ücreti ne kadar?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.
493,Adü- organize arası indirimli ücreti nedir?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.
494,Adü- organize arası indirimli fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.
495,Adü- organize arası indirimli fiyatı nedir?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.
496,Adü- organize arası engelli ne kadar?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.
497,Adü- organize arası engelli ücreti ne kadar?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.
498,Adü- organize arası engelli ücreti nedir?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.
499,Adü- organize arası engelli fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.
500,Adü- organize arası engelli fiyatı nedir?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.
501,Adü- organize arası öğrenci ne kadar?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.
502,Adü- organize arası öğrenci ücreti ne kadar?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.
503,Adü- organize arası öğrenci ücreti nedir?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.
504,Adü- organize arası öğrenci fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.
505,Adü- organize arası öğrenci fiyatı nedir?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.
506,605 sanayi ye ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
507,605 numara sanayi ye ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
508,605 numaralı otobüs sanayi ye ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
509,605 sanayi ye fiyat ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
510,605 numara sanayi fiyat ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
511,605 numara sanayi fiyatı nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
512,605 numaralı otobüs sanayi fiyat ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
513,605 numaralı otobüs sanayi fiyatı nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
514,605 sanayi ücret ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
515,605 numara sanayi ücreti ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
516,605 numara sanayi ücreti nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
517,605 numaralı otobüs sanayi ücreti ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
518,605 numaralı otobüs sanayi ücreti nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
519,Adü- sanayi arası ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
520,Adü- sanayi arası fiyat nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
521,Adü- sanayi arası ücret nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
522,Adü-sanayi arası otobüs ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
523,Adü- sanayi arası otobüs ücreti ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
524,Adü- sanayi arası otobüs ücreti nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
525,Adü- sanayi arası otobüs fiyatı ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
526,Adü- sanayi arası otobüs fiyatı nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır."
527,Adü- sanayi arası tam ne kadar?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.
528,Adü- sanayi arası tam ücreti ne kadar?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.
529,Adü- sanayi arası tam ücreti nedir?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.
530,Adü- sanayi arası tam fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.
531,Adü- sanayi arası tam fiyatı nedir?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.
532,Adü- sanayi arası indirimli ne kadar?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.
533,Adü- sanayi arası indirimli ücreti ne kadar?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.
534,Adü- sanayi arası indirimli ücreti nedir?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.
535,Adü- sanayi arası indirimli fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.
536,Adü- sanayi arası indirimli fiyatı nedir?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.
537,Adü- sanayi arası engelli ne kadar?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.
538,Adü- sanayi arası engelli ücreti ne kadar?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.
539,Adü- sanayi arası engelli ücreti nedir?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.
540,Adü- sanayi arası engelli fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.
541,Adü- sanayi arası engelli fiyatı nedir?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.
542,Adü- sanayi arası öğrenci ne kadar?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.
543,Adü- sanayi arası öğrenci ücreti ne kadar?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.
544,Adü- sanayi arası öğrenci ücreti nedir?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.
545,Adü- sanayi arası öğrenci fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.
546,Adü- sanayi arası öğrenci fiyatı nedir?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.
547,605 imamköy e ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
548,605 numara imamköy e ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
549,605 numaralı otobüs imamköy e ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
550,605 imamköy e fiyat ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
551,605 numara imamköy fiyat ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
552,605 numara imamköy fiyatı nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
553,605 numaralı otobüsün imamköy fiyatı ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
554,605 numaralı otobüsün imamköy fiyatı nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
555,605 imamköy ücret ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
556,605 numara imamköy ücreti ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
557,605 numara imamköy ücreti nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
558,605 numaralı otobüsün imamköy ücreti ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
559,605 numaralı otobüsün imamköy ücreti nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
560,Adü- imamköy arası ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
561,Adü- imamköy arası fiyat nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
562,Adü- imamköy arası ücret nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
563,Adü- imamköy arası otobüs ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
564,Adü- imamköy arası otobüs ücreti ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
565,Adü- imamköy arası otobüs ücreti nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
566,Adü- imamköy arası otobüs fiyatı ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
567,Adü- imamköy arası otobüs fiyatı nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
568,Adü- imamköy arası tam ne kadar?,Adü ile İmamköy arası tam ücret 4 liradır.
569,Adü- imamköy arası tam ücreti ne kadar?,Adü ile İmamköy arası tam ücret 4 liradır.
570,Adü- imamköy arası tam ücreti nedir?,Adü ile İmamköy arası tam ücret 4 liradır.
571,Adü- imamköy arası tam fiyatı ne kadar?,Adü ile İmamköy arası tam ücret 4 liradır.
572,Adü- imamköy arası tam fiyatı nedir?,Adü ile İmamköy arası tam ücret 4 liradır.
573,Adü- imamköy arası indirimli ne kadar?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.
574,Adü- imamköy arası indirimli ücreti ne kadar?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.
575,Adü- imamköy arası indirimli ücreti nedir?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.
576,Adü- imamköy arası indirimli fiyatı ne kadar?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.
577,Adü- imamköy arası indirimli fiyatı nedir?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.
578,Adü- imamköy arası engelli ne kadar?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.
579,Adü- imamköy arası engelli ücreti ne kadar?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.
580,Adü- imamköy arası engelli ücreti nedir?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.
581,Adü- imamköy arası engelli fiyatı ne kadar?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.
582,Adü- imamköy arası engelli fiyatı nedir?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.
583,Adü- imamköy arası öğrenci ne kadar?,Adü ile İmamköy arası öğrenci ücreti 2.65 liradır.
584,Adü- imamköy arası öğrenci ücreti ne kadar?,Adü ile İmamköy arası öğrenci ücreti 2.65 liradır.
585,Adü- imamköy arası öğrenci ücreti nedir?,Adü ile İmamköy arası öğrenci ücreti 2.65 liradır.
586,Adü- imamköy arası öğrenci fiyatı ne kadar?,Adü ile İmamköy arası öğrenci ücreti 2.65 liradır.
587,Adü- imamköy arası öğrenci fiyatı nedir?,Adü ile İmamköy arası öğrenci ücreti 2.65 liradır.
588,605 serçeköy e ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
589,605 numara serçeköy e ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
590,605 numaralı otobüs serçeköy e ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
591,605 serçeköy e fiyat ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
592,605 numara serçeköy fiyat ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
593,605 numara serçeköy fiyatı nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
594,605 numaralı otobüsün serçeköy fiyatı ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
595,605 numaralı otobüsün serçeköy fiyatı nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
596,605 serçeköy ücret ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
597,605 numara serçeköy ücreti ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
598,605 numara serçeköy ücreti nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
599,605 numaralı otobüsün serçeköy ücreti ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
600,605 numaralı otobüsün serçeköy ücreti nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
601,Adü- serçeköy arası ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
602,Adü- serçeköy arası fiyat nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
603,Adü- serçeköy arası ücret nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
604,Adü-serçeköy arası otobüs ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
605,Adü- serçeköy arası otobüs ücreti ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
606,Adü- serçeköy arası otobüs ücreti nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
607,Adü- serçeköy arası otobüs fiyatı ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
608,Adü- serçeköy arası otobüs fiyatı nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
609,Adü- serçeköy arası tam ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
610,Adü- serçeköy arası tam ücreti ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
611,Adü- serçeköy arası tam ücreti nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
612,Adü- serçeköy arası tam fiyatı ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
613,Adü- serçeköy arası tam fiyatı nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
614,Adü- serçeköy arası indirimli ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
615,Adü- serçeköy arası indirimli ücreti ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
616,Adü- serçeköy arası indirimli ücreti nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
617,Adü- serçeköy arası indirimli fiyatı ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
618,Adü- serçeköy arası indirimli fiyatı nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
619,Adü- serçeköy arası engelli ne kadar?,Adü ile Serçeköy arası engelli ücreti 2.65 liradır.
620,Adü- serçeköy arası engelli ücreti ne kadar?,Adü ile Serçeköy arası engelli ücreti 2.65 liradır.
621,Adü- serçeköy arası engelli ücreti nedir?,Adü ile Serçeköy arası engelli ücreti 2.65 liradır.
622,Adü- serçeköy arası engelli fiyatı ne kadar?,Adü ile Serçeköy arası engelli ücreti 2.65 liradır.
623,Adü- serçeköy arası engelli fiyatı nedir?,Adü ile Serçeköy arası engelli ücreti 2.65 liradır.
624,Adü- serçeköy arası öğrenci ne kadar?,Adü ile Serçeköy arası öğrenci ücreti 2.65 liradır.
625,Adü- serçeköy arası öğrenci ücreti ne kadar?,Adü ile Serçeköy arası öğrenci ücreti 2.65 liradır.
626,Adü- serçeköy arası öğrenci ücreti nedir?,Adü ile Serçeköy arası öğrenci ücreti 2.65 liradır.
627,Adü- serçeköy arası öğrenci fiyatı ne kadar?,Adü ile Serçeköy arası öğrenci ücreti 2.65 liradır.
628,Adü- serçeköy arası öğrenci fiyatı nedir?,Adü ile Serçeköy arası öğrenci ücreti 2.65 liradır.
629,605 kocagür e ne kadar?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
630,605 numara kocagür e ne kadar?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
631,605 numaralı otobüs kocagür e ne kadar?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
632,605 kocagür e fiyat ne kadar?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
633,605 numara kocagür fiyat ne kadar?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
634,605 numara kocagür fiyatı nedir?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
635,605 numaralı otobüsün kocagür fiyatı ne kadar?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
636,605 numaralı otobüsün kocagür fiyatı nedir?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
637,605 kocagür ücret ne kadar?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
638,605 numara kocagür ücreti ne kadar?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
639,605 numara kocagür ücreti nedir?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
640,605 numaralı otobüsün kocagür ücreti ne kadar?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
641,605 numaralı otobüsün kocagür ücreti nedir?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
642,Adü- kocagür arası ne kadar?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
643,Adü- kocagür arası fiyat nedir?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
644,Adü- kocagür arası ücret nedir?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
645,Adü- kocagür arası otobüs ne kadar?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
646,Adü- kocagür arası otobüs ücreti ne kadar?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
647,Adü- kocagür arası otobüs ücreti nedir?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
648,Adü- kocagür arası otobüs fiyatı ne kadar?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
649,Adü- kocagür arası otobüs fiyatı nedir?,"Adü ile Kocagür arası tam ücret 4 lira, indirimli ücret 2.65 liradır."
650,Adü- kocagür arası tam ne kadar?,Adü ile Kocagür arası tam ücret 4 liradır.
651,Adü- kocagür arası tam ücreti ne kadar?,Adü ile Kocagür arası tam ücret 4 liradır.
652,Adü- kocagür arası tam ücreti nedir?,Adü ile Kocagür arası tam ücret 4 liradır.
653,Adü- kocagür arası tam fiyatı ne kadar?,Adü ile Kocagür arası tam ücret 4 liradır.
